Submission_ID,Respondent_ID,Submitted_at,Loan_Id,NPS_Score,NPS_Reason,NPS_Improve,NPS_Quality,NPS_Support,NPS_Delay,NPS_Support_Challenge,NPS_Support_Challenge_Details,NPS_Battery,NPS_App,NPS_Communication,NPS_Phone_Lock,NPS_Feedback
eqlXpN0,yP2bPB8,2025-11-24 11:38:00,rec4NcoE9YdQm8qUH,9.0,Dedicated support and followup,Phone to update on its when a weekly payment is,,,,,,,,,,
gD1ozRP,lbeJ6YV,2025-11-24 11:38:00,recHLTp8eJETZmmks,0.0,"Main reason for your score
",,,,,,,,,,,
 I chose the Samsung Note 20 specifically for the S-Pen and Air Actions, because my work depends heavily on precision and digital productivity. Unfortunately,, a lack of care,,,,,,,,,,,,,
 On top of that, the device came with Nuovo,,,,,,,,,,,,,,,
 For me," this experience reflects a high level of incompetence and a breakdown in basic quality control. That is why my score is zero.""",,,,,,,,,,,,,,,
" A customer should never feel like the phone they received is working against them instead of supporting them.""",,,,,,,,,,,,,,,,
NpQZyZN,gDdKM11,2025-11-24 11:39:00,recQAgpQ0G33Dyebb,0.0,0,0,,,,,,,,,,
68yByxO,RGME5E4,2025-11-24 11:40:00,recYgH5tifmpQjlUE,8.0,,,,,,,,,,,,
ZjKBKyo,Pd1V61b,2025-11-24 11:41:00,recm0OOvuQBeguwIj,,My was broke,,,,,,,,,,,
ob1j1V5,obeXMrx,2025-11-24 11:41:00,recpauEdaOh2wUby6,0.0,Poor service and poor quality products,Improved on your customer relations as well as your phones quality,,,,,,,,,,
eqlXPDq,WOEx5AR,2025-11-24 11:42:00,recp14jwbAekC8z83,0.0,I was so much disappointed as a customer and I cannot recommend any one to mophones,Learn to listen to your customers,,,,,,,,,,
VL8gx4j,ebev8o,2025-11-24 11:43:00,reckaESvYoMyLm09g,8.0,The devices are extremely good and payments very flexible,Introduced monthly payments instead of weekly,,,,,,,,,,
Gx4P4gZ,lbeJyeW,2025-11-24 11:43:00,recSav2E5EQMyvXyA,1.0,1.....my wish was shortchanged,Customers choice should be respected,,,,,,,,,,
Gx4PjLo,kLGKyR,2025-11-24 11:44:00,recW48KTQGodlKDZd,10.0,,,,,,,,,,,,
lb1E9AB,eqQk6Kl,2025-11-24 11:44:00,recJMNvaxneN93TcI,10.0,The phone is high quality,Price,,,,,,,,,,
MeqxqY0,ja61QO4,2025-11-24 11:45:00,recKmDElDgdWRZSPC,8.0,Excellent service systems,Introduce trade in package capped at your products only.,,,,,,,,,,
PdeqLdd,KY5d6Xz,2025-11-24 11:49:00,recExIkiOTXaXCsjj,9.0,"I thought the gadget will misbehave like i heard from other people, and to my surprise it's working well.",For now I can't suggest.,,,,,,,,,,
81ylg1r,QKePDdl,2025-11-24 11:51:00,recOA76qFpRqqeGYP,7.0,"Mophone is the best loan company especially on electronic devices such as mobile phone, just few things to improve.","Improve on customer relationship especially customer care and staffing. Also try not to limit all access on the device. Like on my side, i don't have rights to update my phone to UI7.",,,,,,,,,,
RGa9Q8j,81a7dyP,2025-11-24 11:52:00,recnI3dVVx2a5DkWU,10.0,,,,,,,,,,,,
jaYVrJa,pby8L6B,2025-11-24 11:53:00,recMAXZpUOh9AsvRk,0.0,Scam,Be open with your customers,,,,,,,,,,
ZjKBAJ5,vGeoNWg,2025-11-24 11:53:00,recIUPgTAyVvSWm5n,10.0,You have the best phone's 👌,Just pay in time so that I can enjoy my phone peacefully,,,,,,,,,,
gD1oVgd,obeXANe,2025-11-24 11:54:00,recNeeXqjDlc8ealZ,5.0,Takes a lot of time before a device is unlocked,The ussd code you can also create an application for your clients this enhances proper tracking of payments,,,,,,,,,,
pb12Ng1,84W9Rl,2025-11-24 11:54:00,recUmAYucpcCQ7wmD,9.0,"Reliability, quality",Pricing,,,,,,,,,,
ob1jN0N,xXMOQa5,2025-11-24 11:56:00,recQA7nXHOVdNxoJ3,9.0,,,,,,,,,,,,
LZN2xp1,eqDzNkk,2025-11-24 11:57:00,recnKakHKMlIkJTgz,8.0,"Your service is awesome, your devices are good though mine keeps losing network",Please design an IOS app that can help to track payment history,,,,,,,,,,
PdeqPBP,ZjEq2Ao,2025-11-24 11:57:00,recX0uIw0nJj1P82T,5.0,"The services I got the very first day the phone was delivered to me, it wasn't pleasing and I was very annoyed with you as mophones company.","Once you have sold the phone to a client, please allow the client to enjoy all the services of the phone! don't limit the client for the use of the phone, whereby a client can't update or download an app which is out of playstore. The phone is expensive but a client is managing to pay for it so that he/she can enjoy all the services that is in that phone without any conditions. Another thing, a client had given his/her details to be brought the phone included the location, but unfortunately the client is not at the said location but at another location! Why do u find it so hard to hand over the phone to the client til he/she be at the registered location! Does it means that when this client is not at the registered location he/she changes from being the same client to someone else? You're making the work of rider and client to be so hard. Once u have all the details for the client please just hand over the phone to the client, without any conditions that he/she must be at the registered location! To me it doesn't make any sense coz the client is the same nothing has changed. Another thing, the person from your office that's supposed to open the phone for a client to start using it, he/she is taking much time to open the phone! Ist that he/she want to be worshiped, begged by the rider person to open the phone! If he/she knows what is supposed to do immediately for the client, Why does he/she take much time to open the sold phone to the client to use? All the allegations I have made it's what I have experienced as your client, so please take action and make some changes for the future of the company to grow bigger and better.",,,,,,,,,,
EkEOVVo,Kd5NoV,2025-11-24 11:58:00,recnlSzWgmczZDHzd,8.0,"Because mophones sells the best phones, but they are a bit unfair in terms of loan approval",Improve on the cretaria used on loan approval,,,,,,,,,,
eqlXObo,eqQREBO,2025-11-24 11:58:00,recp1DCZLAmbiaLxE,10.0,Good service,Nothing,,,,,,,,,,
XxkbPDL,Gx980zO,2025-11-24 12:07:00,recwdZCb5tboLX1i6,2.0,Your services are poor especially if the phone has a problem within the warranty tym...,You need to be sure the quality of the phone be4 giving the customer...not after few months of usage develops issues ad someone has to waste his time in ur offices following up,,,,,,,,,,
RGa99xl,V2PZVg,2025-11-24 12:07:00,recRhCGSKRJ18sb16,9.0,Efficiency and great products,Give me another phone offer.....,,,,,,,,,,
44ybb7o,RGMELQv,2025-11-24 12:08:00,recyCqkpabgvoOpls,1.0,1,Give promotion,,,,,,,,,,
yPRaaO8,lbeJLqW,2025-11-24 12:10:00,recruemYAYm51f3o9,10.0,Great phone,Nothing,,,,,,,,,,
KYZjArg,QKePArg,2025-11-24 12:11:00,rectt0wUtA0Uz085g,5.0,"My phone was locked when I had already made payment the previous day before due date. I was inconvenienced that weekend. When finally Monday came, all I received was sorry. I use the phone to earn and weekends are more productive than week days. I was so not happy.",Improve customer service,,,,,,,,,,
BzlRr6e,dWaBlLr,2025-11-24 12:15:00,recFrJNOkCH2otVds,5.0,,,,,,,,,,,,
Gx4PMKO,Gx98Dro,2025-11-24 12:17:00,recvWUgEcg1kRyAKB,10.0,First I got an accident along gong road on 01/09/2025 near Coptic hospital then I was admitted to kinyatta hospital...,Bt My phone is with my mum at his home am trying to get in touch with her so I can go on with my loan as soon as possible,,,,,,,,,,
Gx4PMxz,Gx98Ddp,2025-11-24 12:17:00,rec8Ck4R1JwzPXbtS,10.0,Good phones.,Time limits incase of failing to meet deadlines.,,,,,,,,,,
2Ey62qV,ja61WXa,2025-11-24 12:20:00,recSwlaIkG4O7uNCG,,2,4,,,,,,,,,,
D4PGL05,xXMOy09,2025-11-24 12:24:00,rec23f2Q04GJEWJik,10.0,"Good customer service.my choice of phone was a Samsung galaxy s20 ultra..the phone is in good condition.no any damage....long lasting battery. 
",,,,,,,,,,,
 I love everything. ,,,,,,,,,,,,,,,,
" Thank you so much mophones""",No any complain,,,,,,,,,,,,,,,
BzlRNR1,ZjEqz2e,2025-11-24 12:25:00,reco37EthRoOPhJWP,10.0,Camera,"Improve on apk downloads,,,sio kila sasa kukuja kwa office kufungulia ndio ni download",,,,,,,,,,
LZN2Ral,gDdK7vK,2025-11-24 12:26:00,recsfpVruK7WHuVY7,1.0,Very best,Quality products,,,,,,,,,,
0QyWN0Z,gDdK7vK,2025-11-24 12:27:00,recsfpVruK7WHuVY7,6.0,Very best,Quality products,,,,,,,,,,
9qyKbp5,obeX7vM,2025-11-24 12:28:00,recraXFPBK224pKWz,5.0,"Because, the phone am using ,some time gives me hard time .when stars hugging",Some of the phones are slow on net and hugging alot,,,,,,,,,,
NpQZKDp,EkdybB4,2025-11-24 12:31:00,recTJ2al0Z7xj5zyD,10.0,,,,,,,,,,,,
NpQj5rW,VLQ21Rg,2025-11-24 12:39:00,recgB9tuqSd4qrRsP,0.0,Because you sold phone it started heating with one week I came to you office.and you said it not my fault but you requested me to pay for repair.i returned your phone and the time I try to have another one you refused,I think your service that time was very poor,,,,,,,,,,
Xxka5xL,7RLjJ9A,2025-11-24 12:44:00,recPRtk8y60LEiUYB,4.0,Your software makes phone to hang,Improve on software,,,,,,,,,,
eqlJQ8q,44Je94B,2025-11-24 13:00:00,recthEgAecVFEYmBV,5.0,You don't offer after sales service after warranty. Even though the gadgets are second some are of bad quality.,Sale parts to customers after warranty,,,,,,,,,,
7RzAW96,Y50NkeJ,2025-11-24 13:14:00,recowfieZUWGDXTOE,10.0,Just good,Showing someone the balance remaining,,,,,,,,,,
BzlyXV5,ja61v4E,2025-11-24 13:16:00,recWB3VoHPOpHMe3p,1.0,Poor phone,"I would request if payment can be extended to 24 hrs circle
",,,,,,,,,,
 If I pays my phone now let that money expire tomorrow a time like this,,,,,,,,,,,,,,,,
" Kindly""",,,,,,,,,,,,,,,,
OD92YJK,dLNBpA,2025-11-24 13:34:00,recgj1xEs4rtAOk82,10.0,10,10,,,,,,,,,,
9qykRaG,MeNoQXY,2025-11-24 13:56:00,rec1cP3mNXOvaYyqP,1.0,My phone cracked and you refused to mend it and add to my loan yet I was almost done paying,be helping out,,,,,,,,,,
b5ypveL,7RL6g60,2025-11-24 14:02:00,reczrd0OPe8OKQIHK,8.0,Because of the good services offered,Check on your clients every now and then,,,,,,,,,,
OD92kWA,XxJZdRz,2025-11-24 14:09:00,recD78FMaiwDzXTw9,10.0,Because is my friend who send me there and your staff welcome me well and the service was excellent 👍,I think the thing to improve for me is you didn't allow me to pay per day and also some miner service like protection screen and ear phones...,,,,,,,,,,
WOBWg0J,rjaz90v,2025-11-24 14:21:00,recGskzjQFkFDzbSn,1.0,"The phone has poor battery. 
",,,,,,,,,,,
 My phone came without power cable yet most of them you send with cables.,,,,,,,,,,,,,,,,
 The phone overheats when you take videos of photos.,,,,,,,,,,,,,,,,
" Among other problems""","Ensure you customers are well catered for.
",,,,,,,,,,,,,,,
 Observe the phone before it reaches to the owner use.,,,,,,,,,,,,,,,,
" Increase battery live""",,,,,,,,,,,,,,,,
zxo9BaR,1AdqebW,2025-11-24 14:44:00,recQTjKusSRVaK3dS,10.0,,,,,,,,,,,,
b5ypQPE,WOExL1a,2025-11-24 15:07:00,rec3nIImsPIlJVe1j,10.0,10,Your morphone app is not good it is not able to view how you are paying since I took the phone am not able to see the flow of how I have been paying,,,,,,,,,,
gD1lRYO,7Q2Voz,2025-11-24 15:19:00,recX1pjmGfKsti8Bh,10.0,Grace period,You are all set,,,,,,,,,,
KYZ9o8z,Gxe0J1O,2025-11-24 16:20:00,recGSwGRZMTR0eFkG,0.0,Poor customer care,How to handle your client,,,,,,,,,,
81yXkvk,xXMeJvr,2025-11-24 16:22:00,recGxa1I0HPTJ2sWI,8.0,,,,,,,,,,,,
xX1AyBo,LZ7QWWv,2025-11-24 16:36:00,recvdntyBk3pOXYA9,9.0,Flexibility and quality of the products,When a person pays let the phone reconnect immediately,,,,,,,,,,
rj1eYVp,LZ7QX4l,2025-11-24 17:19:00,recC47kHecD8AXPX2,3.0,"I bought a Samsung note 10 plus,the first week bit was charging up to 100% but from the second wk it doesn't charge beyond 85% why",My phone has a cracked back glass can it be replaced through the warrant,,,,,,,,,,
2Eypo0g,9q9zv7K,2025-11-24 17:22:00,recta2bcaa1uDJ3QR,7.0,The phone is good but sometimes inasema camera failed. It was my graduation and I wanted to capture the moments only the camera to fail. The Audio quality of the phone is not that good. I compared it with my friend's phone who has the same brand and model so I guess the mic has an issue,Make sure everything Is working 100 % before u give out the phone to clients,,,,,,,,,,
D4PjPV5,eO8JQJ,2025-11-24 17:43:00,rec2LHn71OLJuZhhj,10.0,Paying plan,Open a shop in Thika,,,,,,,,,,
vG1lvz8,reOd6X,2025-11-24 17:49:00,rec68LtAAY3PB5eZQ,7.0,Drains power but the services are good,Battery life,,,,,,,,,,
dW17WLV,MeN9yxE,2025-11-24 19:12:00,recX74UI2yuGLj6Zr,5.0,Am still new n still have not experience more,Ur rates are higher n its a refurbished phone,,,,,,,,,,
dW17EpN,VLQkAOa,2025-11-24 19:18:00,recELxYLL2SMfyVih,5.0,,Good,,,,,,,,,,
pb1gAeZ,rjaxMKR,2025-11-24 20:00:00,recoh5OtPoUvMKAqJ,5.0,Can't install third party apps,Allow installation of some unharmful.apps,,,,,,,,,,
PdeorEB,2EaMqe9,2025-11-24 21:12:00,recunruBtRQlEq0EA,5.0,The phone is good,The deposit is more than what is posted improve on that like the phone may be 6999 s10 but when delivered deposit is almost 12000,,,,,,,,,,
WOB4GWJ,44JW2KY,2025-11-24 23:22:00,recuqJHJbKtgqVXgL,2.0,Lack of transparency and honesty,Be transparent when loaning out your phones,,,,,,,,,,
81yO6Zz,kdeDvpo,2025-11-25 01:52:00,rec6zeTEdUMd9rnhi,10.0,Faster derivery,,,,,,,,,,,
1AyqAB1,oberPbM,2025-11-25 04:59:00,recBlD2QxXyidaeqJ,1.0,"It use to be ok, but of late experiences are",,,,,,,,,,,
ZjKqY4y,jjox4R,2025-11-25 06:39:00,recjaWmtzC0lo4LSh,8.0,,,,,,,,,,,,
lb1JzMB,MWErZ0,2025-11-25 07:27:00,recdqDGI5C65WcK55,10.0,Satisfied with services,,,,,,,,,,,
7Rz6gP0,xXDxJGk,2025-11-25 08:01:00,recOY0lrSLXii2GBP,10.0,Good,Let the grace period be 7 days not 5,,,,,,,,,,
9qyz985,yP4ZeM0,2025-11-25 09:36:00,rec1CjR86jpvdwu27,10.0,Good service,Allow customers to pay when they have and unlock their phones once paid,,,,,,,,,,
0Qype9Z,A7pPAdB,2025-11-25 09:43:00,recI3EuypKvjiPDli,10.0,I was able to own a phone without stress,Nothing you have the best team at work,,,,,,,,,,
44ygrMk,vGDjE9d,2025-11-25 09:48:00,rec1hGp2DTjzOspDy,10.0,Good customer service and legit products,Their is nothing I would change about it,,,,,,,,,,
Pdea50B,KYxQv7D,2025-11-25 09:50:00,reciHJpf6svnHtZvp,10.0,They are reliable,Have branches all over the country,,,,,,,,,,
PdeMDJd,4474Xro,2025-11-25 12:35:00,recZnpJdpoC9mW1Sk,0.0,The phones network is not working well,I will confirm soon,,,,,,,,,,
KYZ72oK,Mk1jMk,2025-11-25 14:28:00,recvDazucywbN0XCG,10.0,Because have not experienced any problems since I parched this device.,Flexibility,,,,,,,,,,
pb6xK9q,7yK4aL,2025-11-25 15:50:00,recg1cqwMfINABPeT,0.0,This phone has a battery problem,A new battery,,,,,,,,,,
EkrzBQq,vGePYAD,2025-11-25 16:18:00,recwro00A11zpl0hU,9.0,,,,,,,,,,,,
ODeD1WA,LZKDPay,2025-11-25 18:20:00,recO1Otxg4UMfwdcw,10.0,,,,,,,,,,,,
aQoYNzW,1Akqrjl,2025-11-26 01:48:00,reciB0BzUalHXlts4,5.0,"my phones goes off by itself on sundays for no apparent reason.
",,,,,,,,,,,
" it gets heated a lot and hangs too much""",Ensure your phone quality is good.,,,,,,,,,,,,,,,
J9ZqeAo,Ylq01v,2025-11-26 06:21:00,recbg3opQtBZPWIQj,10.0,Good and carering staff,To unlock the pjone without using date or wifi becouse sometimes make difficult to purchas or some how phone locked when you are far from wifi.final allow the phone to acces by entering password were needed,,,,,,,,,,
44y60EB,J9p5PzK,2025-11-26 09:05:00,recJgu9UH70QOJ8CI,5.0,Is good but when it comes to shorting coutomer complains about phone like stolen issues,Stolen phones,,,,,,,,,,
Np9D2ab,KYxeWX8,2025-11-26 11:26:00,recxKjPNZkFguGsl5,3.0,"Cannot use the samsung store
",,,,,,,,,,,
 All around the phone it just shows that the phone is owned by the admin ,"hence less privacy""",,,,,,,,,,,,,,,
QKaMl58,ja6EK0Q,2025-11-26 11:27:00,recEU6Q0T51DD0GDu,0.0,Poor quality of devices,Quality of devices,,,,,,,,,,
XxvraN4,Ekl5M6r,2025-11-26 11:39:00,reczFO2QEopxBrrYV,8.0,You have great phones....but the battery drains faster. And restrictions to getting other apps.,"Improve on battery performance ,allow aapp downloads",,,,,,,,,,
Ekrd2vN,yP424ax,2025-11-26 15:05:00,rectsyJiD9Ny1erbT,10.0,They have good phones,To lower prices,,,,,,,,,,
eqj6q9q,RGoD2Xl,2025-11-27 10:16:00,recKotpsmbeAwN4ii,8.0,They have skills and talent and moat of them prefer good pictures and that recommends a good phone so i would recommend them to you,Ah have an app maybe where one would see his or her own progress,,,,,,,,,,
zxRZR5k,RGo0z7d,2025-11-28 06:46:00,recn3IqvSUdZDPjKv,0.0,I have had a bad experience with you people,Even if you dobut i would never recommend someone to you unless they are ready to have blood pressure,,,,,,,,,,
pb6WbyB,ODXzdk8,2025-11-28 08:14:00,rect8uN5dUb2OFWJb,3.0,,Make it daily payment,,,,,,,,,,
q47WG27,xADJRo,2025-11-28 08:51:00,recNaKFOXuzGU0Ahw,10.0,Due to what I have experienced,I have not seen any negative effect,,,,,,,,,,
ZjgkaDe,Ek5Y26N,2025-11-30 13:41:00,rectoThXgYfuHxleN,10.0,,,,,,,,,,,,
xXL6pJo,jao7dz6,2025-11-30 15:37:00,rectpw2ZEoO1f5TkM,,,,,,,,,,,,,
7RgjRvA,XxoBN2j,2025-11-30 19:51:00,reckDNgTdew06i2PD,8.0,Excellent job,,,,,,,,,,,
KYNA8BA,ODXd9bp,2025-12-01 16:52:00,recIwPWodTiiL17wV,0.0,,,,,,,,,,,,
lb9krqk,rjOk4Nv,2025-12-02 08:42:00,recYK2tx32v2QXHyw,2.0,Credit expiry days,Add on credit expiry days atleast to 10days,,,,,,,,,,
44DbbMX,RQjqej,2025-12-02 13:39:00,recEx6e0qdGKb242p,4.0,,,,,,,,,,,,
44Db6Bo,A7pygko,2025-12-02 13:41:00,recz0gRvEum7Dmfvp,7.0,Good service,offices in parts of country,,,,,,,,,,
2Eg66Mp,QPQrL7,2025-12-02 13:41:00,rechbtW1IdxFbcNSy,7.0,Restricted app installation,Allo us to download apps from where we want as long as we pay you,,,,,,,,,,
lb9EG45,oX7AlN,2025-12-02 13:42:00,recyqEaKQGTJhLBjC,10.0,Amazing customer service.,Nothing,,,,,,,,,,
ODeN2gp,5B9MJz6,2025-12-02 13:43:00,recC5W1W64qDeR3kf,5.0,Phone hunging at time's network problem,Increase time needed to exchange phones,,,,,,,,,,
obajJ6O,D4pMLpl,2025-12-02 13:47:00,rec3dMHrZqjZI79xv,8.0,Nice service. Quality products.,Nothing. It's good.,,,,,,,,,,
obajJbx,81LM9Zl,2025-12-02 13:48:00,recBYStmN3ygGDNfl,9.0,The services offered from Mophones are top,"Improve on the providing your clients with charger, earphones and phone covers and screenprotector",,,,,,,,,,
LZq2l9y,NvpdZG,2025-12-02 13:50:00,recNIJXxoQGMtslok,10.0,Flexible payment,Give me a payment bonus,,,,,,,,,,
2Eg60rL,xXDvKxG,2025-12-02 13:51:00,rec3P2R23XDA5NgLz,10.0,,,,,,,,,,,,
KYNjbrV,aWYga2,2025-12-02 13:52:00,recsdEpKyQFIYCrrj,7.0,,,,,,,,,,,,
68zBoPo,kdGvqEd,2025-12-02 13:53:00,rec2ngZA51mmSkgIf,8.0,Reliable,For now I'm satisfied with your services,,,,,,,,,,
MeQxBoX,56jp6Z,2025-12-02 13:53:00,rec8I2hj61g7eEDvN,8.0,,,,,,,,,,,,
68zBa2A,xXDvKgG,2025-12-02 13:55:00,recioGgJeQjV41yZ3,10.0,𝙰 𝚛𝚎𝚕𝚒𝚊𝚋𝚕𝚎 𝚑𝚊𝚗𝚍𝚜𝚎𝚝,𝚃𝚑𝚎 𝚊𝚞𝚝𝚘𝚖𝚊𝚝𝚒𝚌 𝚜𝚑𝚞𝚝𝚍𝚘𝚠𝚗 𝚘𝚞𝚝 𝚝𝚘 𝚋𝚎 𝚛𝚎𝚟𝚒𝚎𝚠𝚎𝚍 𝚏𝚘𝚛 𝚊 𝚊 𝚐𝚛𝚊𝚌𝚎 𝚙𝚎𝚛𝚒𝚘𝚍 𝚘𝚏 𝚊𝚝𝚖𝚘𝚜𝚝 1𝚍𝚊𝚢,,,,,,,,,,
EkrOyNN,WOR1yVR,2025-12-02 13:55:00,recdr20jMBlzOgX3w,1.0,,,,,,,,,,,,
GxjP85j,obRvWLN,2025-12-02 13:57:00,rec4LfN0jtORYtqor,7.0,They are customers friendly,Can I change my Samsung galaxy for dual one please 🙏,,,,,,,,,,
pb62lJB,2pvbLp,2025-12-02 13:59:00,recFUqT8Qb2s34fVs,10.0,,,,,,,,,,,,
81gl0dk,0Q8aNMQ,2025-12-02 14:00:00,recJhZZ5pUw2zTEjd,10.0,Very seriose people interms of business and very convinient.,Keep up the good work.,,,,,,,,,,
eqjXdlq,bB9b86,2025-12-02 14:00:00,rec6JuPZ1IpeWppH1,10.0,,Locking my phone,,,,,,,,,,
gDxoRzl,ZjODqve,2025-12-02 14:00:00,recHuUXp6cB3GP60a,10.0,It's absolutely the device I've been intending to have and it's absolutely amazing,So far I like your services and I appreciate you guys,,,,,,,,,,
pb62l9b,Gxp58Qk,2025-12-02 14:01:00,recRMhqKNN16f3hMS,0.0,The phone was tampered it ddnt serve me even for a week and the technicians who tampered saying the customer opened the phone is so disgusting,Work on your customer service and sell good working phones,,,,,,,,,,
xXLWk4k,Vk8eKv,2025-12-02 14:02:00,recTKRuxsIYhdsrYP,1.0,,,,,,,,,,,,
xXLWkvd,LZKkQzp,2025-12-02 14:03:00,recyIow8HjyEotzJF,8.0,,,,,,,,,,,,
44DbWZo,xXDve2G,2025-12-02 14:04:00,recdDgCzoPLcY83VX,0.0,No good app,Money not reflecting,,,,,,,,,,
eqjX1bo,Pd9kaYd,2025-12-02 14:05:00,recJPI0lsepg5qTwX,10.0,You're good guys,"Try reducing prices.
",,,,,,,,,,
" Also introduce a 24/7 customer care support like other companies""",,,,,,,,,,,,,,,,
obajrqX,obRv4o1,2025-12-02 14:05:00,recwnhLBQEnFKdOiU,8.0,I had a good experience with both devices and at some point I went through something and couldn't pay and they recovored it well,If you tell me to recover my phone then clean it from my account or let me pay for the phone,,,,,,,,,,
68RErJ5,pg2egP,2025-12-02 14:07:00,recoo2Y4e0JzBZfks,8.0,,,Yes,Yes,No,No,No challenges,,,,,
b5EpVZ6,b5ev0N0,2025-12-02 14:08:00,reckZT4Ec28nGlnVz,3.0,"The phone is currently disturbing me,has a problem with charging issues",Repair the phones free incase a technical issue erupts,,,,,,,,,,
RG6NK7p,NpXdKrp,2025-12-02 14:09:00,recWcgxuz8K5yAaUR,10.0,There is of high quality,Introduce loans,,,,,,,,,,
